               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 108,            0.023555,           0.0050108,           0.0019598,             0.92239,             0.88238,             0.97833,             0.82381,            0.013024,           0.0035648,            0.001712,           0.0097881,           0.0097881,           0.0097881
                 109,            0.023415,           0.0050773,           0.0018966,             0.92246,             0.89062,             0.94393,             0.83573,             0.01359,           0.0046735,           0.0017215,           0.0097862,           0.0097862,           0.0097862
                 110,            0.025158,           0.0049828,           0.0021109,             0.95933,             0.85828,              0.9485,             0.84341,            0.013195,           0.0045204,           0.0018079,           0.0097842,           0.0097842,           0.0097842
                 111,              0.0235,           0.0049096,            0.002443,              0.9567,             0.85605,             0.95636,              0.7942,            0.014344,           0.0043625,           0.0019839,           0.0097822,           0.0097822,           0.0097822
                 112,            0.023848,           0.0050496,           0.0023605,             0.94191,             0.88522,             0.98667,             0.86503,            0.012099,           0.0031852,           0.0018046,           0.0097802,           0.0097802,           0.0097802
                 113,            0.022142,           0.0048623,           0.0021934,             0.97422,             0.85828,             0.98667,             0.84858,            0.012653,           0.0038812,           0.0017057,           0.0097782,           0.0097782,           0.0097782
                 114,            0.024378,           0.0049047,           0.0021855,             0.88974,                0.95,             0.98667,             0.83929,            0.012872,           0.0031661,           0.0017079,           0.0097763,           0.0097763,           0.0097763
                 115,            0.022133,           0.0047169,           0.0023591,             0.94717,             0.88915,             0.97833,             0.81371,            0.014614,           0.0034383,           0.0019116,           0.0097743,           0.0097743,           0.0097743
                 116,            0.022503,           0.0047282,           0.0019886,             0.90521,             0.98234,               0.995,             0.84361,            0.013205,           0.0029509,           0.0017136,           0.0097723,           0.0097723,           0.0097723
                 117,            0.024212,           0.0049032,           0.0018638,             0.86413,                0.95,             0.98667,             0.86817,            0.012724,           0.0031087,           0.0017645,           0.0097703,           0.0097703,           0.0097703
                 118,            0.023197,           0.0047567,           0.0021596,              0.8703,                0.95,             0.98667,               0.823,            0.013977,           0.0034028,           0.0016559,           0.0097683,           0.0097683,           0.0097683
                 119,            0.022246,           0.0047855,           0.0017783,             0.93729,              0.9108,               0.995,             0.85357,            0.013056,           0.0033299,           0.0016681,           0.0097664,           0.0097664,           0.0097664
                 120,            0.021353,           0.0046373,           0.0018391,             0.93467,                   1,               0.995,             0.88915,            0.012344,           0.0030908,           0.0016775,           0.0097644,           0.0097644,           0.0097644
                 121,            0.023014,           0.0049003,           0.0022991,             0.92957,             0.97462,               0.995,             0.88541,            0.012243,           0.0031043,           0.0017433,           0.0097624,           0.0097624,           0.0097624
                 122,            0.023296,            0.004826,           0.0020953,             0.94612,             0.92567,               0.995,             0.85837,            0.012233,           0.0030622,            0.002192,           0.0097604,           0.0097604,           0.0097604
                 123,            0.023582,            0.004806,           0.0020688,             0.90208,             0.98115,               0.995,             0.81351,              0.0129,           0.0030541,           0.0026577,           0.0097584,           0.0097584,           0.0097584
                 124,            0.023039,           0.0046889,           0.0018771,             0.87369,             0.99285,               0.995,             0.84118,            0.012833,           0.0031854,           0.0020566,           0.0097565,           0.0097565,           0.0097565
                 125,            0.021618,            0.004545,            0.002154,             0.95083,              0.9645,               0.995,             0.86637,            0.012046,           0.0029345,           0.0018166,           0.0097545,           0.0097545,           0.0097545
                 126,            0.022061,           0.0050101,           0.0019816,              0.8623,                   1,               0.995,             0.82137,            0.013911,           0.0030909,           0.0020041,           0.0097525,           0.0097525,           0.0097525
                 127,             0.02087,           0.0046768,           0.0019464,             0.97088,             0.85573,             0.98071,             0.85031,            0.012135,           0.0036187,           0.0018486,           0.0097505,           0.0097505,           0.0097505
                 128,            0.020628,           0.0046299,           0.0022296,             0.95544,                0.85,             0.95214,             0.81955,            0.012204,           0.0038405,           0.0016411,           0.0097485,           0.0097485,           0.0097485
                 129,            0.020956,           0.0046623,           0.0018413,             0.95067,                0.85,                0.97,             0.82127,            0.013549,           0.0036795,           0.0018816,           0.0097466,           0.0097466,           0.0097466
                 130,            0.021824,           0.0047571,           0.0018864,              0.8554,             0.94109,               0.995,             0.85802,            0.014102,           0.0032086,           0.0018475,           0.0097446,           0.0097446,           0.0097446
